OmniMap_IDX,Resource,ResourceDiseaseID,ResourceDiseaseName,OmniDisease_ID,OmniDisease,MCode,DiseasePath,Receptors,ReceptorsStatus
3044,JAX,2621,autonomic nervous system neoplasm,OmniDx_0063,Neuroendocrine Tumors,MD-1151,Brain / Tumors of Neuroepithelial Tissue / Neuronal and mixed neuronal-glial tumours / Paraganglioma of the filum terminale,,
3045,JAX,50936,extra-adrenal pheochromocytoma,OmniDx_0063,Neuroendocrine Tumors,MD-0291,Bladder / Neuroendocrine tumors / Paraganglioma,,
3046,JAX,50936,extra-adrenal pheochromocytoma,OmniDx_0063,Neuroendocrine Tumors,MD-0710,Ovary / Miscellaneous tumors / Paraganglioma,,
3047,JAX,50936,extra-adrenal pheochromocytoma,OmniDx_0063,Neuroendocrine Tumors,MD-0766,Prostate / Neuroendocrine tumors / Paraganglioma,,
3048,JAX,50936,extra-adrenal pheochromocytoma,OmniDx_0063,Neuroendocrine Tumors,MD-0898,Testicular / Miscellaneous tumor of the testis / Paraganglioma,,
3049,JAX,50936,extra-adrenal pheochromocytoma,OmniDx_0063,Neuroendocrine Tumors,MD-0928,Thyroid / Other thyroid tumors / Paraganglioma,,
3050,JAX,50936,extra-adrenal pheochromocytoma,OmniDx_0063,Neuroendocrine Tumors,MD-1037,Ureter / Neuroendocrine tumors / Paraganglioma 8680|1,,
3051,JAX,50936,extra-adrenal pheochromocytoma,OmniDx_0063,Neuroendocrine Tumors,MD-1151,Brain / Tumors of Neuroepithelial Tissue / Neuronal and mixed neuronal-glial tumours / Paraganglioma of the filum terminale,,
3052,JAX,2643,perivascular epithelioid cell tumor,OmniDx_0068,Sarcoma,MD-0180,Soft Tissue / Pericytic (Perivascular) Tumours,,
3053,JAX,2643,perivascular epithelioid cell tumor,OmniDx_0068,Sarcoma,MD-0825,Soft Tissue / Pericytic (Perivascular) Tumours / Glomus tumour (and variants),,
3054,JAX,2643,perivascular epithelioid cell tumor,OmniDx_0068,Sarcoma,MD-0842,Soft Tissue / Pericytic (Perivascular) Tumours / Myopericytoma,,
3055,JAX,2643,perivascular epithelioid cell tumor,OmniDx_0068,Sarcoma,MD-1255,Endometrial / Mesenchymal tumors / Miscellanous mesenchymal tumors / Perivascular epithelioid cell tumor,,
3056,JAX,2643,perivascular epithelioid cell tumor,OmniDx_0068,Sarcoma,MD-1795,Soft Tissue / Pericytic (Perivascular) Tumours / Glomus tumour (and variants) / malignant glomus tumour,,
3057,JAX,2643,perivascular epithelioid cell tumor,OmniDx_0068,Sarcoma,MD-1809,Soft Tissue / Tumours Of Uncertain Differentiation / Malignant / Neoplasms with perivascular epithelioid,,
3058,JAX,3192,neurilemmoma,,,MD-1730,"Soft Tissue / Tumours of peripheral nerves / Schwannoma / (Neurilemmoma,Neurinoma)",,
3059,JAX,3192,neurilemmoma,,,MD-2529,"Soft Tissue / Tumours of peripheral nerves / Schwannoma / (Neurilemmoma,Neurinoma) / Cellular",,
3060,JAX,3192,neurilemmoma,,,MD-2536,"Soft Tissue / Tumours of peripheral nerves / Schwannoma / (Neurilemmoma,Neurinoma) / Melanotic",,
3061,JAX,3192,neurilemmoma,,,MD-2543,"Soft Tissue / Tumours of peripheral nerves / Schwannoma / (Neurilemmoma,Neurinoma) / Plexiform",,
3062,JAX,3192,neurilemmoma,,,MD-2562,Skin / Appendageal tumors / Tumors with follicular differentiation / Benign Tumors / Multiple trichlemmomas,,
3063,JAX,3192,neurilemmoma,,,MD-2576,Skin / Appendageal tumors / Tumors with follicular differentiation / Benign Tumors / Tricholemmoma,,
3064,JAX,3192,neurilemmoma,,,MD-2713,Other Gynecological / Vulva / Epithelial tumors / Glandular tumors / Tumors of skin appendage origin / Trichilemmoma,,
3065,JAX,4914,esophagus adenocarcinoma,,,MD-0080,Esophageal / Epithelial Tumors,,
3066,JAX,4914,esophagus adenocarcinoma,OmniDx_0063,Neuroendocrine Tumors,MD-0440,Esophageal / Epithelial Tumors / Carcinoid tumor,,
3067,JAX,4914,esophagus adenocarcinoma,OmniDx_0034,Esophageal Cancer,MD-0441,Esophageal / Epithelial Tumors / Carcinoma,,
3068,JAX,4914,esophagus adenocarcinoma,OmniDx_0034,Esophageal Cancer,MD-1265,Esophageal / Epithelial Tumors / Carcinoma / Adenocarcinoma,,
3069,JAX,4914,esophagus adenocarcinoma,OmniDx_0034,Esophageal Cancer,MD-1266,Esophageal / Epithelial Tumors / Carcinoma / Adenoid cystic carcinoma,,
3070,JAX,4914,esophagus adenocarcinoma,OmniDx_0034,Esophageal Cancer,MD-1267,Esophageal / Epithelial Tumors / Carcinoma / Adenosquamous carcinoma,,
3071,JAX,4914,esophagus adenocarcinoma,OmniDx_0034,Esophageal Cancer,MD-1268,Esophageal / Epithelial Tumors / Carcinoma / Basaloid squamous cell carcinoma,,
3072,JAX,4914,esophagus adenocarcinoma,OmniDx_0034,Esophageal Cancer,MD-1272,Esophageal / Epithelial Tumors / Carcinoma / Mucoepidermoid carcinoma,,
3073,JAX,4914,esophagus adenocarcinoma,OmniDx_0034,Esophageal Cancer,MD-1273,Esophageal / Epithelial Tumors / Carcinoma / Others,,
3074,JAX,4914,esophagus adenocarcinoma,OmniDx_0063,Neuroendocrine Tumors,MD-1274,Esophageal / Epithelial Tumors / Carcinoma / Small cell carcinoma,,
3075,JAX,4914,esophagus adenocarcinoma,OmniDx_0034,Esophageal Cancer,MD-1275,Esophageal / Epithelial Tumors / Carcinoma / Spindle cell (squamous) carcinoma,,
3076,JAX,4914,esophagus adenocarcinoma,OmniDx_0034,Esophageal Cancer,MD-1277,Esophageal / Epithelial Tumors / Carcinoma / Squamous cell carcinoma,,
3077,JAX,4914,esophagus adenocarcinoma,OmniDx_0034,Esophageal Cancer,MD-1279,Esophageal / Epithelial Tumors / Carcinoma / Undifferentiated carcinoma,,
3078,JAX,4914,esophagus adenocarcinoma,OmniDx_0034,Esophageal Cancer,MD-1280,Esophageal / Epithelial Tumors / Carcinoma / Verrucous (squamous) carcinoma,,
3079,JAX,4914,esophagus adenocarcinoma,OmniDx_0034,Esophageal Cancer,MD-2754,Gastroesophageal junction / Epithelial tumors,,
3080,JAX,4914,esophagus adenocarcinoma,OmniDx_0034,Esophageal Cancer,MD-2755,Gastroesophageal junction / Epithelial tumors / Adenocarcinoma,,
3081,JAX,4914,esophagus adenocarcinoma,OmniDx_0034,Esophageal Cancer,MD-2756,Gastroesophageal junction / Epithelial tumors / Squamous cell carcinoma,,
3082,JAX,5588,lung papillary adenocarcinoma,,,MD-0592,Lung / Benign epithelial / Papillomas,,
3083,JAX,5588,lung papillary adenocarcinoma,,,MD-1473,Lung / Benign epithelial / Papillomas / Glandular papillomas,,
3084,JAX,5588,lung papillary adenocarcinoma,,,MD-1481,Lung / Benign epithelial / Papillomas / Mixed glandular and squamous papillomas,,
3085,JAX,5588,lung papillary adenocarcinoma,,,MD-1486,Lung / Benign epithelial / Adenomas / Papillary adenoma,,
3086,JAX,5588,lung papillary adenocarcinoma,,,MD-1487,Lung / Malignant Epithelial / Squamous cell carcinoma / Papillary type,,
3087,JAX,5588,lung papillary adenocarcinoma,,,MD-1497,Lung / Benign epithelial / Papillomas / Squamous papillomas,,
3088,JAX,5588,lung papillary adenocarcinoma,,,MD-2396,Lung / Benign epithelial / Papillomas / Squamous papillomas / Exophytic,,
3089,JAX,5588,lung papillary adenocarcinoma,,,MD-2398,Lung / Benign epithelial / Papillomas / Squamous papillomas / Inverted,,
3090,JAX,5588,lung papillary adenocarcinoma,,,MD-2399,Lung / Malignant Epithelial / Adenocarcinoma / Invasive / Micropapillary type,,
3091,JAX,5588,lung papillary adenocarcinoma,,,MD-2408,Lung / Malignant Epithelial / Adenocarcinoma / Invasive / Papillary type,,
3092,JAX,6933,bladder transitional cell papilloma,OmniDx_0019,Bladder Cancer,MD-1083,"Bladder / Urothelial tumor / Non-invasive urothelial neoplasias / Non-invasive papillary urothelial carcinoma, high grade",,
3093,JAX,6933,bladder transitional cell papilloma,OmniDx_0019,Bladder Cancer,MD-1084,"Bladder / Urothelial tumor / Non-invasive urothelial neoplasias / Non-invasive papillary urothelial carcinoma, low grade",,
3094,JAX,6933,bladder transitional cell papilloma,OmniDx_0019,Bladder Cancer,MD-1085,Bladder / Urothelial tumor / Non-invasive urothelial neoplasias / Non-invasive papillary urothelial neoplasm of low malignant potential,,
3095,JAX,6658,pulmonary large cell neuroendocrine carcinoma,,,MD-1477,Lung / Malignant Epithelial / Large cell carcinoma / Large cell neuroendocrine carcinoma,,
3096,JAX,6658,pulmonary large cell neuroendocrine carcinoma,,,MD-2394,Lung / Malignant Epithelial / Large cell carcinoma / Large cell neuroendocrine carcinoma / Combined large cell neuroendocrine carcinoma,,
3097,JAX,50695,maligt pleural solitary fibrous tumor,OmniDx_0032,,MD-0549,Kidney / Mesenchymal Tumor / Solitary fibrous tumor,,
3098,JAX,50695,maligt pleural solitary fibrous tumor,OmniDx_0068,Sarcoma,MD-0679,Mesothelioma / Mesenchymal tumors / Solitary fibrous tumor,,
3099,JAX,50695,maligt pleural solitary fibrous tumor,OmniDx_0068,Sarcoma,MD-0772,Prostate / Mesenchymal tumors / Solitary fibrous tumor,,
3100,JAX,50695,maligt pleural solitary fibrous tumor,OmniDx_0068,Sarcoma,MD-1056,Mediastinum & Thymus / Mesenchymal tumors of the thymus and mediastinum / Solitary fibrous tumor 8815|0,,
3101,JAX,50695,maligt pleural solitary fibrous tumor,OmniDx_0068,Sarcoma,MD-1159,"Brain / Tumors of the Meninges / Mesenchymal, non-meningothelial tumours / Solitary fibrous tumour",,
3102,JAX,50695,maligt pleural solitary fibrous tumor,OmniDx_0068,Sarcoma,MD-1716,Prostate / Tumors of the Seminal Vesicles / Mesenchymal tumors / Solitary fibrous tumor,,
3103,JAX,50860,colorectal adenoma,,,MD-0402,Colorectal / Epithelial tumors / Adenoma,,
3104,JAX,50860,colorectal adenoma,,,MD-1227,Colorectal / Epithelial tumors / Adenoma / Serrated,,
3105,JAX,50860,colorectal adenoma,,,MD-1231,Colorectal / Epithelial tumors / Adenoma / Tubular,,
3106,JAX,50860,colorectal adenoma,,,MD-1232,Colorectal / Epithelial tumors / Adenoma / Tubulovillous,,
3107,JAX,50860,colorectal adenoma,,,MD-1234,Colorectal / Epithelial tumors / Adenoma / Villous,,
3108,JAX,50868,hepatocellular adenoma,,,MD-0558,Liver / Epithelial abnormalities / Dysplastic nodules (adenomatous hyperplasia),,
3109,JAX,50868,hepatocellular adenoma,,,MD-1446,Liver / Epithelial abnormalities / Dysplastic nodules (adenomatous hyperplasia) / High-grade (atypical adenomatous hyperplasia),,
3110,JAX,50868,hepatocellular adenoma,,,MD-1454,Liver / Epithelial abnormalities / Dysplastic nodules (adenomatous hyperplasia) / Low-grade,,
3111,JAX,50868,hepatocellular adenoma,,,MD-1444,Liver / Epithelial tumours / Benign / Hepatocellular adenoma (liver cell adenoma),,
3112,JAX,50868,hepatocellular adenoma,,,MD-1450,Liver / Epithelial tumours / Benign / Intrahepatic bile duct adenoma,,
3113,JAX,50868,hepatocellular adenoma,,,MD-1451,Liver / Epithelial tumours / Benign / Intrahepatic bile duct cystadenoma,,
3114,JAX,50912,colon adenoma,,,MD-0402,Colorectal / Epithelial tumors / Adenoma,,
3115,JAX,50912,colon adenoma,,,MD-1227,Colorectal / Epithelial tumors / Adenoma / Serrated,,
3116,JAX,50912,colon adenoma,,,MD-1231,Colorectal / Epithelial tumors / Adenoma / Tubular,,
3117,JAX,50912,colon adenoma,,,MD-1232,Colorectal / Epithelial tumors / Adenoma / Tubulovillous,,
3118,JAX,50912,colon adenoma,,,MD-1234,Colorectal / Epithelial tumors / Adenoma / Villous,,
3119,JAX,60123,connective tissue benign neoplasm,,,MD-0985,Bone / Other connective tissue tumors / Benign,,
3120,JAX,60123,connective tissue benign neoplasm,OmniDx_0068,Sarcoma,MD-2013,Bone / Other connective tissue tumors / Benign / Benign fibrous histiocytoma,,
3121,JAX,60123,connective tissue benign neoplasm,OmniDx_0046,Lipomatous Neoplasms,MD-2031,Bone / Other connective tissue tumors / Benign / Lipoma,,
3122,JAX,80375,gastroesophageal adenocarcinoma,OmniDx_0034,Esophageal Cancer,MD-1267,Esophageal / Epithelial Tumors / Carcinoma / Adenosquamous carcinoma,,
3123,JAX,80375,gastroesophageal adenocarcinoma,OmniDx_0034,Esophageal Cancer,MD-1268,Esophageal / Epithelial Tumors / Carcinoma / Basaloid squamous cell carcinoma,,
3124,JAX,80375,gastroesophageal adenocarcinoma,OmniDx_0034,Esophageal Cancer,MD-1272,Esophageal / Epithelial Tumors / Carcinoma / Mucoepidermoid carcinoma,,
3125,JAX,80375,gastroesophageal adenocarcinoma,OmniDx_0034,Esophageal Cancer,MD-1273,Esophageal / Epithelial Tumors / Carcinoma / Others,,
3126,JAX,80375,gastroesophageal adenocarcinoma,OmniDx_0063,Neuroendocrine Tumors,MD-1274,Esophageal / Epithelial Tumors / Carcinoma / Small cell carcinoma,,
3127,JAX,80375,gastroesophageal adenocarcinoma,OmniDx_0034,Esophageal Cancer,MD-1275,Esophageal / Epithelial Tumors / Carcinoma / Spindle cell (squamous) carcinoma,,
3128,JAX,80375,gastroesophageal adenocarcinoma,OmniDx_0034,Esophageal Cancer,MD-1277,Esophageal / Epithelial Tumors / Carcinoma / Squamous cell carcinoma,,
3129,JAX,80375,gastroesophageal adenocarcinoma,OmniDx_0034,Esophageal Cancer,MD-1279,Esophageal / Epithelial Tumors / Carcinoma / Undifferentiated carcinoma,,
3130,JAX,80375,gastroesophageal adenocarcinoma,OmniDx_0034,Esophageal Cancer,MD-1280,Esophageal / Epithelial Tumors / Carcinoma / Verrucous (squamous) carcinoma,,
3131,JAX,80375,gastroesophageal adenocarcinoma,OmniDx_0034,Esophageal Cancer,MD-2754,Gastroesophageal junction / Epithelial tumors,,
3132,JAX,80375,gastroesophageal adenocarcinoma,OmniDx_0034,Esophageal Cancer,MD-2755,Gastroesophageal junction / Epithelial tumors / Adenocarcinoma,,
3133,JAX,80375,gastroesophageal adenocarcinoma,OmniDx_0034,Esophageal Cancer,MD-2756,Gastroesophageal junction / Epithelial tumors / Squamous cell carcinoma,,
3134,JAX,80375,gastroesophageal adenocarcinoma,,,MD-0080,Esophageal / Epithelial Tumors,,
3135,JAX,80375,gastroesophageal adenocarcinoma,OmniDx_0063,Neuroendocrine Tumors,MD-0440,Esophageal / Epithelial Tumors / Carcinoid tumor,,
3136,JAX,80375,gastroesophageal adenocarcinoma,OmniDx_0034,Esophageal Cancer,MD-0441,Esophageal / Epithelial Tumors / Carcinoma,,
3137,JAX,80375,gastroesophageal adenocarcinoma,OmniDx_0034,Esophageal Cancer,MD-1265,Esophageal / Epithelial Tumors / Carcinoma / Adenocarcinoma,,
3138,JAX,80375,gastroesophageal adenocarcinoma,OmniDx_0034,Esophageal Cancer,MD-1266,Esophageal / Epithelial Tumors / Carcinoma / Adenoid cystic carcinoma,,
3139,JAX,80375,gastroesophageal adenocarcinoma,OmniDx_0009,Stomach Cancer,MD-0866,Stomach / Epithelial tumors / Intraepithelial neoplasia - Adenoma,,
3140,JAX,80375,gastroesophageal adenocarcinoma,OmniDx_0009,Stomach Cancer,MD-1869,Stomach / Epithelial tumors / Carcinoma / Adenocarcinoma,,
3141,JAX,80375,gastroesophageal adenocarcinoma,OmniDx_0009,Stomach Cancer,MD-1873,Stomach / Epithelial tumors / Carcinoma / Mucinous adenocarcinoma,,
3142,JAX,80375,gastroesophageal adenocarcinoma,OmniDx_0009,Stomach Cancer,MD-1875,Stomach / Epithelial tumors / Carcinoma / Papillary adenocarcinoma,,
3143,JAX,80375,gastroesophageal adenocarcinoma,OmniDx_0009,Stomach Cancer,MD-1879,Stomach / Epithelial tumors / Carcinoma / Tubular adenocarcinoma,,
3144,JAX,80375,gastroesophageal adenocarcinoma,OmniDx_0009,Stomach Cancer,MD-2580,Stomach / Epithelial tumors / Carcinoma / Adenocarcinoma / diffuse type,,
3145,JAX,80375,gastroesophageal adenocarcinoma,OmniDx_0009,Stomach Cancer,MD-2581,Stomach / Epithelial tumors / Carcinoma / Adenocarcinoma / intestinal type,,
3146,JAX,80375,gastroesophageal adenocarcinoma,OmniDx_0009,Stomach Cancer,MD-1870,Stomach / Epithelial tumors / Carcinoma / Adenosquamous carcinoma,,
3147,JAX,60083,immune system cancer,OmniDx_0039,Head and Neck Cancer,MD-2239,Head & Neck / Oral Cavity and Oropharynx / Salivary gland tumors / Salivary gland carcinomas / Adenoid cystic carcinoma,,
3148,JAX,60083,immune system cancer,OmniDx_0039,Head and Neck Cancer,MD-0779,Salivary Glands / Malignant Epithelial Tumor / Adenoid cystic carcinoma,,
3149,JAX,60083,immune system cancer,OmniDx_0074,Thymic Cancer,,,,
3150,JAX,60083,immune system cancer,OmniDx_0003,Colorectal Cancer,MD-0030,Appendix,,
3151,JAX,60083,immune system cancer,OmniDx_0003,Colorectal Cancer,MD-0245,Appendix / Non-epithelial tumors,,
3152,JAX,60083,immune system cancer,OmniDx_0003,Colorectal Cancer,MD-1004,Appendix / Epithelial tumors / Carcinoma,,
3153,JAX,60083,immune system cancer,OmniDx_0068,Sarcoma,MD-1009,Appendix / Non-epithelial tumors / Leiomyoma,,
3154,JAX,60083,immune system cancer,OmniDx_0003,Colorectal Cancer,MD-1014,Appendix / Epithelial tumors / Mixed carcinoid-adenocarcinoma,,
3155,JAX,60083,immune system cancer,OmniDx_0003,Colorectal Cancer,MD-2049,Appendix / Epithelial tumors / Carcinoma / Adenocarcinoma,,
3156,JAX,60083,immune system cancer,OmniDx_0003,Colorectal Cancer,MD-2050,Appendix / Epithelial tumors / Carcinoma / Adenosquamous carcinoma,,
3157,JAX,60083,immune system cancer,OmniDx_0003,Colorectal Cancer,MD-2060,Appendix / Epithelial tumors / Carcinoma / Medullary carcinoma,,
3158,JAX,60083,immune system cancer,OmniDx_0003,Colorectal Cancer,MD-2061,Appendix / Epithelial tumors / Carcinoma / Mucinous adenocarcinoma,,
3159,JAX,60083,immune system cancer,OmniDx_0003,Colorectal Cancer,MD-2064,Appendix / Epithelial tumors / Carcinoma / Signet-ring cell carcinoma,,
3160,JAX,60083,immune system cancer,OmniDx_0003,Colorectal Cancer,MD-2066,Appendix / Epithelial tumors / Carcinoma / Squamous cell carcinoma,,
3161,JAX,60083,immune system cancer,OmniDx_0003,Colorectal Cancer,MD-2069,Appendix / Epithelial tumors / Carcinoma / Undifferentiated carcinoma,,
3162,JAX,60083,immune system cancer,OmniDx_0005,Melanoma,MD-1013,Appendix / Non-epithelial tumors / Malignant melanoma,,
3163,JAX,60083,immune system cancer,OmniDx_0046,Lipomatous Neoplasms,MD-1011,Appendix / Non-epithelial tumors / Lipoma,,
3164,JAX,60083,immune system cancer,OmniDx_0063,Neuroendocrine Tumors,MD-1003,Appendix / Epithelial tumors / Carcinoid (well differentiated endocrine neoplasm),,
3165,JAX,60083,immune system cancer,OmniDx_0042,Kaposi's Sarcoma,MD-1008,Appendix / Non-epithelial tumors / Kaposi sarcoma,,
3166,JAX,60083,immune system cancer,OmniDx_0063,Neuroendocrine Tumors,MD-2065,Appendix / Epithelial tumors / Carcinoma / Small cell carcinoma,,
3167,JAX,60083,immune system cancer,OmniDx_0068,Sarcoma,MD-1002,Appendix / Non-epithelial tumors / Angiosarcoma,,
3168,JAX,60083,immune system cancer,OmniDx_0068,Sarcoma,MD-1005,Appendix / Non-epithelial tumors / Gastrointestinal stromal tumor,,
3169,JAX,60083,immune system cancer,OmniDx_0003,Colorectal Cancer,MD-0243,Appendix / Epithelial tumors,,
3170,JAX,60083,immune system cancer,OmniDx_0068,Sarcoma,MD-1010,Appendix / Non-epithelial tumors / Leiomyosarcoma,,
3171,JAX,60083,immune system cancer,OmniDx_0068,Sarcoma,MD-0225,Bone / Marrow tumors (round cell tumors),,
3172,JAX,60083,immune system cancer,OmniDx_0068,Sarcoma,MD-0988,Bone / Marrow tumors (round cell tumors) / Ewing sarcoma,,
3173,JAX,60083,immune system cancer,OmniDx_0068,Sarcoma,MD-1000,Bone / Marrow tumors (round cell tumors) / Primitive neuroectodermal tumor of bone (PNET),,
3174,JAX,4415,fibrous histiocytoma,OmniDx_0068,Sarcoma,MD-2540,Soft Tissue / So-Called Fibrohistiocytic Tumours / Malignant / Pleomorphic MFH | Undifferentiated / pleomorphic sarcoma,,
3175,JAX,4415,fibrous histiocytoma,OmniDx_0068,Sarcoma,MD-2541,Soft Tissue / So-Called Fibrohistiocytic Tumours / Malignant / Giant cell MFH | Undifferentiated / pleomorphic sarcoma with giant cells,,
3176,JAX,4415,fibrous histiocytoma,OmniDx_0068,Sarcoma,MD-2542,Soft Tissue / So-Called Fibrohistiocytic Tumours / Malignant / Inflammatory MFH | Undifferentiated / pleomorphic sarcoma with prominent inflammation,,
3177,JAX,10155,intestinal cancer,Small Intestine Cancer,OmniDx_0077,,,,
3178,JAX,10155,intestinal cancer,,,MD-0026,Small Intestine,,
3179,JAX,10155,intestinal cancer,,,MD-0217,Small Intestine / Epithelial tumors,,
3180,JAX,10155,intestinal cancer,,,MD-0219,Small Intestine / Non-epithelial tumors,,
3181,JAX,10155,intestinal cancer,Sarcoma,OmniDx_0068,MD-0406,Colorectal / Non-epithelial tumors / Gastrointestinal stromal tumor,,
3182,JAX,10155,intestinal cancer,Sarcoma,OmniDx_0068,MD-0442,Esophageal / Non-epithelial tumors / Gastointestinal stromal tumor,,
